Time stamp,X,Y,Z,Activity ,X,Y,Z,Activity ,X,Y,Z,Activity ,X,Y,Z,Activity ,X,Y,Z,Activity 
75.72,-1.12,6.8,6.81,1,-4.45,7.78,3.87,2,4.91,-4.49,1.39,3,4.3,-9.7,-1.7,4,9.84,1.83,2.82,5
75.74,-1.51,6.8,6.69,1,-4.46,7.82,3.84,2,4.91,-5.18,0.99,3,3.1,-11.43,-2.04,4,7.52,3.96,1.55,5
75.76,-1.5,6.87,6.76,1,-4.41,7.84,3.94,2,4.64,-6.02,0.71,3,3.15,-10.7,-0.77,4,5.88,4.82,1.58,5
75.78,-1.62,6.9,6.81,1,-4.35,7.78,3.6,2,4.66,-7.1,0.43,3,3.62,-10.71,0.34,4,4.47,5.12,1.24,5
75.8,-1.57,6.82,6.87,1,-4.26,7.75,3.83,2,4.69,-7.57,0.14,3,4.54,-11.44,1.3,4,3.55,4.99,1.59,5
75.82,-1.47,6.77,6.65,1,-4.38,7.59,3.96,2,4.62,-7.6,0.12,3,6.85,-12.72,1.5,4,2.98,4.48,1.83,5
75.84,-1.63,6.86,6.79,1,-4.38,7.79,3.8,2,5.29,-8.22,-0.04,3,8.3,-11.89,5.1,4,4.32,4.17,3.04,5
75.86,-1.58,7.13,6.7,1,-4.36,7.84,3.85,2,5.7,-8.52,0.09,3,8.86,-11.91,7.65,4,5.95,3.36,3.11,5
75.88,-1.6,6.95,6.62,1,-4.16,7.73,3.86,2,5.31,-8.68,0.57,3,7.29,-9.74,8.04,4,8.09,1.08,3.28,5
75.9,-1.57,6.82,6.63,1,-4.31,7.81,3.89,2,4.96,-8.71,1.13,3,6.06,-8.78,6.03,4,16.99,-3.68,2.4,5
75.92,-1.57,6.75,6.77,1,-4.31,7.87,3.91,2,5.15,-9.14,1.56,3,4.18,-7.42,2.25,4,19.61,-7.1,3.55,5
75.94,-1.6,7,6.75,1,-4.37,7.78,3.85,2,6.6,-9.77,1.86,3,3.42,-5.19,1,4,14.03,-3.18,5.12,5
75.96,-1.47,6.8,6.74,1,-4.25,7.81,3.84,2,7.15,-9.25,2.66,3,3.51,-2.95,1.3,4,10.14,-0.21,4.78,5
75.98,-1.62,6.93,6.66,1,-4.23,7.7,3.87,2,5.91,-7.81,4.82,3,3.7,-1.31,1.45,4,14.38,0.71,4.11,5
76,-1.67,6.97,6.9,1,-4.41,7.82,3.92,2,5.99,-9.45,5.33,3,3.65,-0.42,1.01,4,17.78,-1.67,5.31,5
76.02,-1.81,6.64,6.72,1,-4.47,7.77,3.9,2,5.74,-9.99,5.08,3,3.96,-0.63,0.42,4,13.95,-3.62,5.99,5
76.04,-1.9,6.7,6.75,1,-4.34,7.84,3.81,2,4.98,-9.66,4.36,3,4.33,-2.23,0.36,4,9.86,-2.06,5.15,5
76.06,-1.56,6.84,7.26,1,-4.5,7.85,3.73,2,4.47,-9.47,2.56,3,5.3,-4.23,0.95,4,7.18,-1.1,3.81,5
76.08,-1.58,6.81,6.84,1,-4.35,7.83,3.89,2,4.42,-8.13,2.07,3,6.38,-6.32,2.19,4,4.1,-2.87,2.68,5
76.1,-1.53,6.74,6.94,1,-4.41,7.81,3.82,2,4.53,-5.9,2.04,3,7.12,-7.13,4.43,4,2.27,-4.57,1.79,5
76.12,-1.53,7.01,6.97,1,-4.27,7.89,3.81,2,4.57,-4.53,1.76,3,7.1,-7.76,6.21,4,0.54,-4.88,0.82,5
76.14,-1.56,6.79,6.75,1,-4.25,7.83,3.85,2,4.64,-4.03,1.62,3,7.28,-7.7,6.22,4,-0.94,-6.32,-0.57,5
76.16,-1.64,6.89,6.79,1,-4.21,7.81,3.8,2,4.88,-3.95,1.63,3,8.43,-7.81,5.09,4,0.23,-7.41,-1.51,5
76.18,-1.73,6.63,6.79,1,-4.34,7.95,3.98,2,5.07,-4.02,1.54,3,10.76,-8.75,4.66,4,1.81,-8.48,0.57,5
76.2,-1.64,6.91,6.79,1,-4.42,7.76,3.86,2,5.26,-4.4,1.45,3,14.35,-13.68,3.95,4,4.59,-7.93,2.9,5
76.22,-1.56,6.73,6.81,1,-4.43,7.95,3.84,2,5.45,-4.75,1.4,3,11.85,-13.04,4.16,4,12.47,-7.56,6.19,5
76.24,-1.91,6.63,6.93,1,-4.35,7.88,3.81,2,5.98,-5.34,1.69,3,9.18,-10.54,4.32,4,19.61,-9.84,11.15,5
76.26,-1.61,6.8,7.13,1,-4.36,7.81,4.01,2,6.09,-5.93,2.15,3,7.95,-10.1,3.85,4,16.4,-3.31,11.65,5
76.28,-1.63,6.93,6.82,1,-4.34,7.81,3.88,2,5.89,-5.99,2.93,3,7.5,-9.98,2.2,4,13.44,0.62,9.61,5
76.3,-1.53,6.79,6.42,1,-4.46,7.83,3.89,2,6.33,-6.56,3.53,3,5.73,-8.1,1.03,4,11.58,-0.2,7.07,5
76.32,-1.45,6.57,6.89,1,-4.32,7.8,4.03,2,7.54,-8.13,3.95,3,4.3,-5.87,0.99,4,10.53,-0.32,5.1,5
76.34,-1.56,6.78,6.47,1,-4.37,7.81,3.82,2,8.17,-8.88,4.21,3,3.64,-4.2,1.48,4,9.39,0.94,3.02,5
76.36,-1.59,6.77,6.61,1,-4.27,7.9,4.04,2,8.58,-9.1,3.97,3,3.33,-2.72,1.72,4,8.51,2.66,1.36,5
76.38,-1.28,6.83,6.69,1,-4.27,7.8,3.86,2,9.56,-9.88,3.42,3,2.98,-1.64,1.97,4,7.62,3.89,1.81,5
76.4,-1.6,6.73,6.84,1,-4.2,7.81,3.82,2,8.9,-9.77,3.46,3,2.83,-1.4,1.67,4,5.79,4.01,2.12,5
76.42,-1.84,6.75,6.9,1,-4.32,7.84,3.86,2,9.54,-10.99,2.65,3,3.64,-1.88,1.27,4,4.33,3.81,2.15,5
76.44,-1.64,6.8,6.79,1,-4.31,7.78,3.89,2,7.15,-9.19,2.39,3,4.7,-3.4,0.62,4,3.02,3.85,2.17,5
76.46,-1.65,6.88,6.82,1,-4.34,7.92,3.83,2,5.35,-8.64,2,3,5.49,-5.59,-0.1,4,2.43,4.08,1.92,5
76.48,-1.42,6.72,6.82,1,-4.35,7.68,3.87,2,4.76,-8.94,1.02,3,5.23,-7.9,-1.1,4,4.05,3.72,1.82,5
76.5,-1.63,6.87,6.71,1,-4.3,7.82,3.63,2,4.5,-8.23,0.38,3,3.89,-9.65,-1.43,4,6.05,2.27,2.42,5
76.52,-1.55,6.81,6.79,1,-4.56,7.83,3.88,2,4.88,-7.78,0.34,3,2.58,-10.81,-1.71,4,9.84,-0.82,2.54,5
76.54,-1.55,6.79,6.84,1,-4.3,7.67,3.89,2,5.1,-7.29,0.6,3,3.54,-10.64,-0.68,4,19.61,-6.8,2.59,5
76.56,-1.89,6.59,6.93,1,-4.27,7.8,3.91,2,4.67,-6.36,1.25,3,3.51,-10.31,-0.13,4,19.61,-8.71,5.13,5
76.58,-1.62,6.87,6.72,1,-4.28,7.81,3.94,2,4.31,-5.65,1.8,3,3.59,-10.19,0.62,4,13.15,-2.94,6.17,5
76.6,-1.49,6.78,6.72,1,-4.04,7.81,3.94,2,4.34,-5.02,2.11,3,5.88,-12.01,0.99,4,11.46,1.88,5.67,5
76.62,-1.59,6.7,6.89,1,-4.33,7.81,3.93,2,4.71,-4.88,2.23,3,8.61,-12.13,4.07,4,14.87,-0.37,5.93,5
76.64,-1.56,6.79,6.76,1,-4.19,7.78,3.89,2,4.97,-4.85,1.84,3,10.08,-12.54,6.79,4,16.12,-3.35,6.71,5
76.66,-1.53,6.74,6.82,1,-4.45,7.79,3.91,2,5.03,-4.95,1.63,3,9.17,-10.42,8.97,4,13.76,-3.58,6.3,5
76.68,-1.56,6.88,6.5,1,-4.29,7.88,4.02,2,5.2,-5.49,1.26,3,7.85,-9.39,7.8,4,9.92,-1.62,5.37,5
76.7,-1.51,6.79,6.78,1,-4.23,7.81,3.95,2,5.07,-6.25,0.92,3,5.9,-8.32,4.28,4,5.77,-2.53,4.55,5
76.72,-1.59,6.9,6.66,1,-4.07,7.81,3.87,2,5.01,-6.98,0.43,3,3.35,-6.31,1.9,4,3.13,-3.85,3.19,5
76.74,-1.6,6.89,6.67,1,-4.32,7.8,3.79,2,4.89,-7.36,0.02,3,2.22,-4.11,1.32,4,-0.06,-4.63,0.96,5
76.76,-1.54,6.78,6.71,1,-4.31,7.8,3.65,2,5.18,-7.6,-0.14,3,2.26,-2.17,1.75,4,-2.6,-5.2,-1.32,5
76.78,-1.62,7.13,7.09,1,-4.37,7.86,3.84,2,5.8,-8.49,-0.37,3,2.47,-0.73,1.83,4,-2.42,-6.7,-2.39,5
76.8,-1.68,6.89,6.63,1,-4.37,7.86,4.07,2,5.77,-8.45,-0.06,3,3.29,-0.34,1.12,4,-0.82,-7.13,-1.06,5
76.82,-1.61,6.77,6.85,1,-4.31,7.81,3.87,2,5.38,-9.24,0.1,3,4.58,-0.73,0.58,4,0.57,-7.01,0.63,5
76.84,-1.7,6.85,6.78,1,-4.4,7.76,4.06,2,5.59,-10.59,0.46,3,5.85,-2.39,0.79,4,4.82,-6.24,3.32,5
76.86,-1.51,6.74,6.91,1,-4.29,7.84,3.96,2,7.46,-12.49,1.2,3,7.2,-4.57,1.42,4,15.14,-7.52,6.53,5
76.88,-1.55,6.85,7.33,1,-4.26,7.86,3.94,2,7.45,-12.01,2.93,3,7.45,-6.31,2.93,4,19.61,-8.83,10.99,5
76.9,-1.51,6.76,6.61,1,-4.35,7.69,3.96,2,5.71,-9.09,5.66,3,6.91,-6.68,5.06,4,14.2,-3.98,10.74,5
76.92,-1.58,6.73,6.7,1,-4.23,7.77,3.86,2,4.69,-9.49,6.83,3,5.84,-7.69,5.97,4,13.51,0.63,8.55,5
76.94,-1.6,6.92,6.68,1,-4.3,7.8,3.93,2,4.45,-8.97,6.14,3,6.69,-8.95,4.88,4,13.37,-0.21,8.06,5
76.96,-1.61,6.83,6.73,1,-4.12,7.79,3.99,2,3.75,-7.85,3.05,3,7.83,-8.32,3.4,4,11.82,-1.3,7,5
76.98,-1.51,6.77,6.8,1,-4.22,7.83,4.03,2,2.75,-7.93,1.05,3,12.28,-9.76,3.79,4,9.75,-0.5,3.73,5
77,-1.81,6.82,6.79,1,-4.31,7.78,3.83,2,3.32,-7.83,0.94,3,14.05,-12.21,5.27,4,7.79,1.1,1.3,5
77.02,-1.63,7.02,7.06,1,-4.39,7.73,3.88,2,3.78,-6.84,1.21,3,10.67,-10.88,5.43,4,7.24,3.24,1.58,5
77.04,-1.28,6.73,6.74,1,-4.27,7.78,3.92,2,3.93,-5.36,0.95,3,8.27,-10.12,4,4,7.07,4.64,2.53,5
77.06,-1.68,6.84,6.72,1,-4.34,7.83,3.84,2,4.02,-4.62,0.58,3,8.36,-10.69,2.71,4,5.94,5.26,2.81,5
77.08,-1.58,6.8,6.64,1,-4.33,7.88,3.63,2,4.18,-4.5,0.76,3,7.24,-9.63,1,4,3.82,4.64,2.73,5
77.1,-1.56,6.82,6.83,1,-4.32,7.96,3.88,2,4.4,-4.73,0.91,3,5.44,-7.33,0.65,4,3.35,3.32,2.44,5
77.12,-1.63,6.78,6.75,1,-4.26,7.87,4.02,2,5.03,-5.14,1.19,3,4.05,-5.51,1.24,4,4.96,2.18,2.16,5
77.14,-1.6,6.91,6.52,1,-4.46,7.76,3.89,2,5.83,-5.75,1.52,3,3.04,-3.95,1.67,4,7.44,0.39,2.55,5
77.16,-1.58,6.73,6.8,1,-4.26,7.79,3.91,2,6.2,-5.89,2.18,3,2.46,-2.93,1.99,4,12.2,-3.72,3.51,5
77.18,-1.34,6.84,6.75,1,-4.24,7.8,3.77,2,6.38,-5.77,2.88,3,2.41,-2.41,2.09,4,19.61,-10.89,4.23,5
77.2,-1.6,6.84,6.69,1,-4.21,7.83,3.93,2,6.22,-5.95,3.72,3,2.9,-2.45,1.87,4,17.09,-7.4,6.34,5
77.22,-1.64,6.76,6.83,1,-4.26,7.83,4.08,2,6.7,-7.11,4.13,3,4.14,-2.94,1.26,4,10.54,-2.01,6.15,5
77.24,-1.56,6.77,6.71,1,-4.33,7.78,4.06,2,7.38,-8.34,4.07,3,5.46,-4.53,0.57,4,12.68,0.79,5.86,5
77.26,-1.55,6.9,6.42,1,-4.36,7.77,4.04,2,8.1,-8.49,4.01,3,5.7,-6.69,0.11,4,14.82,-1.92,6.11,5
77.28,-1.58,6.75,6.84,1,-4.27,7.8,3.82,2,8.95,-9.33,3.82,3,5.19,-8.61,-0.33,4,12.52,-3.63,6,5
77.3,-1.58,6.89,6.64,1,-4.39,7.81,4.04,2,9.61,-10.48,3.49,3,4.07,-9.61,-0.99,4,10.4,-3.31,5.73,5
77.32,-1.54,7.02,6.88,1,-4.06,7.84,3.97,2,9.89,-11.64,3.2,3,3.76,-10.21,-0.85,4,7.1,-2.67,4.22,5
77.34,-1.7,6.73,6.81,1,-4.3,7.8,4.1,2,8.94,-11.42,2.45,3,4.26,-9.91,-0.41,4,4.3,-3.6,3.17,5
77.36,-1.47,6.78,6.78,1,-4.41,7.61,3.9,2,6.24,-9.31,2.04,3,3.23,-9.84,-0.51,4,1.79,-3.86,2.33,5
77.38,-1.59,6.89,6.71,1,-4.31,7.95,4.1,2,4.45,-8.65,1.43,3,3.98,-11.29,0.6,4,0.16,-3.1,1.52,5
77.4,-1.61,6.94,6.62,1,-4.22,7.73,3.91,2,3.85,-9.01,0.57,3,7.36,-12.21,2.5,4,-1.23,-3.62,0.12,5
77.42,-1.64,6.86,6.71,1,-4.19,7.79,4.26,2,3.69,-8.22,0.24,3,9.13,-11.65,6.13,4,-1.11,-5.87,-1.29,5
77.44,-1.6,7.12,6.71,1,-4.27,7.73,4.05,2,3.98,-7.77,0.48,3,9.56,-10.62,8.64,4,-0.21,-9.59,-0.99,5
77.46,-1.58,6.9,7.04,1,-4.3,7.74,3.94,2,4.06,-7.13,0.82,3,8.31,-8.21,9.09,4,0.41,-10.47,0.67,5
77.48,-1.55,6.57,6.79,1,-4.38,7.83,3.83,2,4.18,-6.3,1.47,3,6.64,-8.33,6.4,4,6.35,-8.94,3.47,5
77.5,-1.37,6.79,6.77,1,-4.12,7.84,3.95,2,4.51,-5.67,1.96,3,4.51,-7.78,3.25,4,15.25,-8.64,7.9,5
77.52,-1.59,6.85,6.76,1,-4.25,7.78,3.95,2,4.91,-4.91,2.21,3,3.04,-5.86,1.28,4,19.61,-6.62,12.01,5
77.54,-1.71,6.48,6.61,1,-4.21,7.85,4,2,5.04,-4.57,2.24,3,2.93,-3.59,1.41,4,16.6,-0.11,10.97,5
77.56,-1.58,6.46,6.84,1,-4.4,7.85,3.94,2,5.07,-4.67,1.98,3,3.15,-1.96,1.55,4,12.35,1.02,9.01,5
77.58,-1.25,6.79,6.84,1,-4.3,7.91,3.92,2,5.07,-5.16,1.6,3,3.35,-1.07,1.31,4,10.53,-0.74,7.47,5
77.6,-1.59,6.89,6.59,1,-4.27,7.82,3.9,2,5.21,-6,1.23,3,3.63,-1.23,0.51,4,10.22,-0.74,4.9,5
77.62,-1.59,7.03,7.08,1,-4.4,7.77,3.9,2,5.1,-6.73,0.69,3,4.2,-2.28,-0.13,4,8.66,0.79,2.34,5
77.64,-1.49,6.75,6.8,1,-4.53,7.79,4.06,2,5.15,-7.15,0.26,3,5.59,-4.3,-0.34,4,7.52,2.27,1.81,5
77.66,-1.5,6.77,6.75,1,-4.33,7.81,4.07,2,4.84,-7.44,0.23,3,6.63,-6.45,0.49,4,6.02,3.47,1.63,5
77.68,-1.4,6.81,6.78,1,-4.27,7.76,3.83,2,5.06,-7.52,0.45,3,5.64,-6.88,2.52,4,4.68,4.43,1.41,5
77.7,-1.63,6.72,6.39,1,-4.35,7.84,3.93,2,5.61,-8.09,0.42,3,5.57,-7.31,4.59,4,3.15,4.82,1.55,5
77.72,-1.71,6.74,6.82,1,-4.33,7.82,3.92,2,5.42,-8.39,0.57,3,5.94,-8.7,6,4,2.08,4.56,1.59,5
77.74,-1.61,6.91,6.65,1,-4.29,7.83,4.18,2,5.1,-9.3,0.61,3,6.43,-9.03,5.63,4,3.25,3.92,1.56,5
77.76,-1.58,6.88,6.54,1,-4.37,7.74,4.14,2,5.33,-10.06,0.93,3,9.2,-8.16,4.69,4,5.04,3.37,1.4,5
77.78,-1.47,6.96,6.68,1,-4.29,7.8,3.96,2,6.62,-11.2,1.59,3,14.33,-11.13,4.46,4,7.78,1.76,1.56,5
77.8,-1.53,6.89,6.68,1,-4.35,7.7,3.94,2,7.5,-11.65,2.47,3,13.75,-11.88,4.73,4,14.49,-2.25,2.37,5
77.82,-1.48,6.9,6.66,1,-4.33,7.86,4.07,2,5.47,-8.61,4.52,3,10.73,-9.72,5.1,4,19.61,-9.6,3.05,5
77.84,-1.58,6.9,6.65,1,-4.3,7.58,4.08,2,4.25,-8.5,5.45,3,8.14,-8.78,4.77,4,17.57,-6.68,6.18,5
77.86,-1.58,6.84,6.81,1,-4.28,7.74,3.95,2,3.85,-9.07,4.86,3,7.87,-9.39,3.49,4,13.22,-2.75,6.32,5
77.88,-1.57,6.86,6.81,1,-4.41,7.79,4.03,2,3.56,-8.38,3.23,3,6.28,-8.88,1.93,4,15.46,-0.39,5.66,5
77.9,-1.55,6.78,6.86,1,-4.31,7.85,4.08,2,3.02,-8.1,1.43,3,4.41,-6.71,0.94,4,17.65,-2.52,6.34,5
77.92,-1.54,6.65,6.59,1,-4.3,7.62,4.05,2,3.36,-8.03,0.97,3,3.53,-5.09,0.9,4,13.38,-3.89,6.43,5
77.94,-1.55,6.79,6.86,1,-4.24,7.8,3.93,2,4.01,-7.13,1.14,3,2.99,-4.02,1.4,4,9.19,-3.43,5.32,5
77.96,-1.36,6.79,6.81,1,-4.3,7.92,3.92,2,4.21,-5.99,1.19,3,2.89,-2.83,2.08,4,6.81,-2.41,3.71,5
77.98,-1.63,6.85,6.72,1,-4.31,7.81,4,2,4.02,-5.06,1.13,3,3.31,-1.69,2.18,4,4.22,-3.46,2.69,5
78,-1.54,6.89,6.7,1,-4.41,7.81,3.8,2,4.14,-4.8,1.23,3,4.02,-1.34,1.89,4,1.58,-3.71,1.53,5
78.02,-1.57,6.84,6.81,1,-4.35,7.87,3.86,2,4.52,-4.67,1.32,3,4.85,-2.1,1.17,4,-1.69,-4.91,-0.67,5
78.04,-1.51,6.81,6.8,1,-4.27,7.8,3.94,2,4.94,-4.79,1.47,3,6.07,-4.16,0.5,4,-3.12,-7.48,-2.43,5
78.06,-1.36,6.61,6.85,1,-4.24,7.82,3.98,2,5.46,-4.78,1.78,3,6.39,-7.19,-0.52,4,-1.26,-10.52,-3.07,5
78.08,-1.59,7.09,7.23,1,-4.32,7.69,4.11,2,6.18,-4.67,2.27,3,4.71,-8.9,-1.05,4,0.18,-11.3,-0.94,5
78.1,-1.25,6.93,6.78,1,-4.22,7.88,3.85,2,6.73,-4.8,2.84,3,2.59,-10.52,-1.32,4,2.65,-9,1.94,5
78.12,-1.57,6.88,6.68,1,-4.26,7.79,4.08,2,6.68,-5.03,3.58,3,3.34,-10.85,-0.42,4,12.83,-8.85,6.58,5
78.14,-1.55,6.85,6.65,1,-4.17,7.73,4.01,2,6.73,-5.57,3.97,3,4.03,-9.9,0.41,4,19.61,-11.36,12.69,5
78.16,-1.49,6.84,6.33,1,-4.22,7.8,3.97,2,7.66,-7.09,4.18,3,4.3,-11.12,1.07,4,18.41,-3.49,12.85,5
78.18,-1.6,6.95,6.55,1,-4.11,7.77,4.11,2,8.62,-8.54,4.11,3,6.88,-13.52,2.26,4,12.13,2.49,10.02,5
78.2,-1.62,6.92,6.65,1,-4.33,7.56,4.08,2,8.91,-9.09,3.76,3,8.57,-12.38,5.77,4,10.65,0.25,7.19,5
78.22,-1.6,6.86,6.61,1,-4.05,7.75,3.93,2,9.7,-9.78,3.58,3,8.83,-10.67,8.45,4,10.68,-2.86,5.27,5
78.24,-1.54,6.87,6.78,1,-4.17,7.66,4.06,2,9.33,-9.92,3.74,3,7.87,-8.59,8.75,4,9.35,-1.13,1.51,5
78.26,-1.74,6.88,6.74,1,-4.17,7.68,4.15,2,10.33,-10.95,3.41,3,6.45,-8.63,6.98,4,8.3,1.9,0.35,5
78.28,-1.51,7.04,6.53,1,-4.36,7.57,4.11,2,8.49,-9.54,2.83,3,4.45,-8.54,3.75,4,6.76,3.65,1.38,5
78.3,-1.53,6.83,6.72,1,-4.26,7.81,4.07,2,6.14,-8.12,2.51,3,3.04,-7.09,1.61,4,5.56,3.74,1.52,5
78.32,-1.52,6.79,6.73,1,-4.19,7.78,4.06,2,5.09,-8.33,1.66,3,2.56,-4.64,1.03,4,4.15,3.78,1.42,5
78.34,-1.76,6.79,6.62,1,-4.24,7.95,4.17,2,4.79,-8.1,0.66,3,2.61,-2.7,1.38,4,2.92,3.93,1.84,5
78.36,-1.61,6.84,6.76,1,-4.35,7.73,3.93,2,4.97,-7.33,0.36,3,2.93,-1.11,1.23,4,1.9,4.37,2.18,5
78.38,-1.52,6.91,6.67,1,-4.25,7.76,4.1,2,5.25,-7.37,0.27,3,3.32,-0.51,0.63,4,2.61,4.71,2.16,5
78.4,-1.64,6.64,6.8,1,-4.25,7.78,3.92,2,5.32,-7.18,0.59,3,3.97,-1.21,0.13,4,5.17,3.96,2.17,5
78.42,-1.53,6.96,6.61,1,-4.24,7.82,3.88,2,5.07,-6.31,1.43,3,5.7,-3.08,-0.05,4,8.33,2.12,2.62,5
78.44,-1.39,6.83,6.66,1,-4.28,7.86,3.98,2,5.1,-5.35,2.24,3,7.31,-5.54,0.56,4,17.86,-2.45,4.03,5
78.46,-1.56,6.97,6.7,1,-4.23,7.77,3.96,2,5.17,-4.89,2.59,3,6.29,-6.55,2.46,4,19.61,-6.97,6.14,5
78.48,-1.55,6.94,6.63,1,-4.25,7.78,4.02,2,5.22,-4.7,2.47,3,5.35,-8.02,5.15,4,15.62,-3.88,8.15,5
78.5,-1.54,6.89,6.29,1,-4.25,7.84,3.95,2,5.2,-4.75,1.92,3,4.71,-9.43,6.25,4,10.83,1.38,7.76,5
78.52,-1.57,6.9,6.68,1,-4.21,7.71,4.04,2,5.06,-5.33,1.33,3,6.05,-9.39,5.12,4,15.61,1.26,6.14,5
78.54,-1.4,6.87,6.58,1,-4.27,7.77,3.97,2,4.97,-6.03,1.16,3,10.1,-10.09,4.31,4,17.09,-2.66,6.97,5
78.56,-1.58,6.95,6.4,1,-4.31,7.87,4,2,4.81,-6.56,0.8,3,14.82,-12.91,3.91,4,12.85,-4.56,7.21,5
78.58,-1.44,6.79,6.67,1,-4.26,7.72,4.03,2,4.57,-6.95,0.36,3,12.56,-13.2,4.36,4,7.88,-3.1,4.59,5
78.6,-1.62,6.84,6.68,1,-4.27,7.76,4.01,2,4.6,-7.01,0.03,3,8.83,-10.93,4.65,4,4.06,-2.85,2.61,5
78.62,-1.48,6.88,6.79,1,-4.27,7.78,4.09,2,5.25,-7.53,-0.02,3,7.23,-10.4,4.1,4,2.63,-3.65,2.56,5
78.64,-1.49,6.89,6.71,1,-4.3,7.78,4.16,2,5.88,-8.02,-0.08,3,7.37,-10.52,2.83,4,1.79,-3.36,2.17,5
78.66,-1.5,6.83,6.81,1,-4.3,7.77,4.04,2,6.17,-8.77,0.19,3,5.93,-8.55,1.25,4,-0.07,-3.95,0.96,5
78.68,-1.54,6.91,6.71,1,-4.4,7.68,4.07,2,5.88,-9.43,0.68,3,4.59,-5.96,1.04,4,-1.62,-6.89,-0.98,5
78.7,-1.45,6.76,6.58,1,-4.31,7.76,4.29,2,5.73,-9.6,1.59,3,3.92,-4.43,1.63,4,-1.19,-9.82,-1.76,5
78.72,-1.5,6.9,6.67,1,-4.34,7.81,3.97,2,6.21,-9.56,2.31,3,3.41,-3.24,2.17,4,0.81,-11.55,-0.72,5
78.74,-1.48,6.93,6.74,1,-4.23,7.74,4.05,2,7.56,-9.8,2.71,3,3.08,-2.01,2.12,4,3.02,-9.62,1.72,5
78.76,-1.36,6.85,6.69,1,-4.38,7.82,3.92,2,6.37,-7.62,3.94,3,3.12,-1.52,1.8,4,13.03,-7.84,6.49,5
78.78,-1.61,6.95,6.45,1,-4.29,7.73,4.07,2,5.08,-7.6,5.31,3,3.78,-1.64,1.23,4,19.61,-7.11,12.96,5
78.8,-1.6,6.68,6.73,1,-4.26,7.77,3.95,2,5.04,-8.95,4.85,3,4.58,-2.58,0.23,4,19.61,-1.58,14.09,5
78.82,-1.5,6.87,6.71,1,-4.25,7.83,3.91,2,4.94,-8.94,4.06,3,4.96,-4.13,-0.03,4,15.32,5.76,10.8,5
78.84,-1.42,6.83,6.73,1,-4.24,7.82,4.09,2,4.32,-8.62,2.75,3,5.68,-6.11,-0.6,4,11.09,3.68,7.78,5
78.86,-1.51,6.84,6.46,1,-4.23,7.86,3.8,2,4.15,-9.01,1.91,3,4.6,-8.6,-1.16,4,10.9,-0.98,5.38,5
78.88,-1.53,7.03,7.05,1,-4.2,7.8,4.06,2,4.44,-7.79,1.93,3,3.07,-10.82,-1.22,4,9.63,-0.35,2.48,5
78.9,-1.62,6.92,6.62,1,-4.38,7.76,4.06,2,4.58,-5.95,1.91,3,2.96,-10.25,-0.06,4,8.16,2.98,0.98,5
78.92,-1.58,6.92,6.86,1,-4.22,7.93,4.08,2,4.51,-4.71,1.84,3,3.94,-10.17,0.55,4,7.23,5.07,1.33,5
78.94,-1.54,6.86,6.63,1,-4.27,7.76,4.09,2,4.58,-4.2,1.72,3,5.31,-11.49,1.22,4,4.85,5.93,1.56,5
78.96,-1.45,6.88,6.66,1,-4.35,7.82,4.09,2,4.52,-4.08,1.58,3,8.99,-13.69,1.86,4,2.89,5.76,0.67,5
78.98,-1.52,6.91,6.6,1,-4.17,7.76,3.99,2,4.85,-4.41,1.6,3,10.4,-13.03,5.7,4,1.81,5.25,0.21,5
79,-1.51,6.87,6.83,1,-4.34,7.9,3.98,2,5.36,-4.85,1.49,3,9.63,-11.88,10.37,4,2.33,4.73,0.28,5
79.02,-1.6,6.95,6.43,1,-4.31,7.83,4.01,2,5.95,-5.22,1.67,3,7.21,-9.18,9.7,4,4.65,4.41,1.2,5
79.04,-1.47,6.79,6.7,1,-4.27,7.83,4.01,2,6.19,-5.7,1.97,3,5.94,-9.3,6,4,6.78,3.01,2.37,5
79.06,-1.35,6.82,6.7,1,-4.49,7.76,3.98,2,6.11,-6.26,2.42,3,3.83,-8.66,1.62,4,9.68,0.08,3.51,5
79.08,-1.51,6.87,6.69,1,-4.3,7.82,3.81,2,5.86,-6.6,3.06,3,2.46,-6.84,0.52,4,19.61,-5.18,3.85,5
79.1,-1.42,6.84,6.65,1,-4.26,7.76,3.97,2,6.18,-7.78,3.7,3,2.26,-4.2,0.81,4,19.61,-8.97,4.92,5
79.12,-1.47,6.84,6.77,1,-4.28,7.73,3.9,2,7.41,-9.26,3.88,3,2.4,-2.53,0.95,4,14.6,-4.64,6.31,5
79.14,-1.43,6.85,6.83,1,-4.51,7.69,4.02,2,8.3,-9.28,4.03,3,2.7,-1.23,0.49,4,12.82,-0.41,6.34,5
79.16,-1.58,6.84,6.62,1,-4.28,7.86,3.61,2,9.28,-9.59,4.15,3,3.16,-0.95,-0.19,4,16.82,-1.73,6.05,5
79.18,-1.5,6.89,6.73,1,-4.31,7.86,3.84,2,9.81,-10.03,4.15,3,4.23,-1.78,-0.57,4,15.78,-5.03,6.45,5
79.2,-1.53,7.21,7.01,1,-4.35,7.98,3.88,2,10.25,-10.76,4.12,3,5.25,-3.04,-0.27,4,12.14,-5.44,7.42,5
79.22,-1.48,6.79,6.78,1,-4.31,7.87,3.79,2,8.71,-10.19,3.26,3,5.78,-4.74,1.02,4,8.99,-4.12,5.94,5
